,snr,machine,id,condition,file,path,y_array,ftt
2301,+6b,valve,id_04,normal,00000243.wav,+6b/valve/id_04/normal/00000243.wav,"[ 2.0980835e-04 -7.6293945e-06  8.3923340e-05 ... -2.2125244e-04
 -6.9808960e-04 -1.5945435e-03]","[[0.0228987 ]
 [0.17086701]
 [0.23538576]
 ...
 [0.00396379]
 [0.00917325]
 [0.0156988 ]]"
2302,+6b,valve,id_04,normal,00000244.wav,+6b/valve/id_04/normal/00000244.wav,"[ 0.00233078 -0.000103    0.00087738 ... -0.00020599 -0.00429153
 -0.00200653]","[[0.4703122 ]
 [0.45214534]
 [0.24626032]
 ...
 [0.01020452]
 [0.00397248]
 [0.00262464]]"
2303,+6b,valve,id_04,normal,00000245.wav,+6b/valve/id_04/normal/00000245.wav,"[-0.00225067 -0.00120544 -0.00047302 ...  0.00223541  0.00305176
  0.00384903]","[[0.18793066]
 [0.1955573 ]
 [0.21414997]
 ...
 [0.00483814]
 [0.00152365]
 [0.00422281]]"
2304,+6b,valve,id_04,normal,00000246.wav,+6b/valve/id_04/normal/00000246.wav,"[-0.00042343 -0.00119781 -0.00114822 ... -0.00309372 -0.00257492
 -0.00191116]","[[0.0250327 ]
 [0.16773058]
 [0.51878446]
 ...
 [0.0022322 ]
 [0.03954055]
 [0.09231966]]"
2305,+6b,valve,id_04,normal,00000247.wav,+6b/valve/id_04/normal/00000247.wav,[0.0033226  0.00315857 0.0030365  ... 0.00358582 0.00345993 0.00366592],"[[0.2390785 ]
 [0.12793083]
 [0.06259007]
 ...
 [0.00362238]
 [0.00143611]
 [0.00329291]]"
2306,+6b,valve,id_04,normal,00000248.wav,+6b/valve/id_04/normal/00000248.wav,"[-0.00118637 -0.00167084 -0.00279236 ... -0.0151062  -0.01327133
 -0.00108337]","[[0.6161759 ]
 [0.46396482]
 [0.28600812]
 ...
 [0.01107156]
 [0.00360091]
 [0.00195079]]"
2307,+6b,valve,id_04,normal,00000249.wav,+6b/valve/id_04/normal/00000249.wav,"[-2.0446777e-03 -3.8146973e-06 -2.0942688e-03 ... -6.8321228e-03
 -7.1907043e-03 -6.9770813e-03]","[[0.27782133]
 [0.48668   ]
 [0.6923554 ]
 ...
 [0.00296951]
 [0.00360157]
 [0.00119826]]"
2308,+6b,valve,id_04,normal,00000250.wav,+6b/valve/id_04/normal/00000250.wav,"[ 0.00240326  0.00223541  0.00235367 ... -0.00022507 -0.00080872
 -0.00059891]","[[0.19921707]
 [0.12976511]
 [0.11004096]
 ...
 [0.00376261]
 [0.01149196]
 [0.01052314]]"
2309,+6b,valve,id_04,normal,00000251.wav,+6b/valve/id_04/normal/00000251.wav,"[-0.00279617 -0.00202942 -0.00180435 ...  0.00331879  0.00403214
  0.00274277]","[[0.08949262]
 [0.01158062]
 [0.13894099]
 ...
 [0.00186317]
 [0.00343468]
 [0.00373925]]"
2310,+6b,valve,id_04,normal,00000252.wav,+6b/valve/id_04/normal/00000252.wav,"[-0.00131989 -0.0017662  -0.0013237  ...  0.0018158   0.00157166
  0.00215149]","[[0.12741955]
 [0.09075914]
 [0.00947944]
 ...
 [0.00417016]
 [0.0053734 ]
 [0.00520324]]"
2311,+6b,valve,id_04,normal,00000253.wav,+6b/valve/id_04/normal/00000253.wav,"[ 0.00288773  0.00354004  0.00414276 ... -0.00268936 -0.00157547
 -0.00108337]","[[0.08725731]
 [0.24756028]
 [0.5752937 ]
 ...
 [0.00574812]
 [0.00430768]
 [0.00845244]]"
2312,+6b,valve,id_04,normal,00000254.wav,+6b/valve/id_04/normal/00000254.wav,"[ 0.00030518 -0.00103378 -0.00053787 ...  0.0016861   0.00053024
  0.00066757]","[[0.08901951]
 [0.12390486]
 [0.18436499]
 ...
 [0.01209063]
 [0.00709931]
 [0.00499079]]"
2313,+6b,valve,id_04,normal,00000255.wav,+6b/valve/id_04/normal/00000255.wav,"[-0.00033951 -0.00025558 -0.00086212 ...  0.00156403  0.00310516
  0.00613403]","[[0.15792881]
 [0.01966602]
 [0.02133868]
 ...
 [0.00029914]
 [0.00405466]
 [0.00627663]]"
2314,+6b,valve,id_04,normal,00000256.wav,+6b/valve/id_04/normal/00000256.wav,"[ 3.0517578e-05 -1.4495850e-04 -2.3269653e-04 ... -2.8076172e-03
 -2.2430420e-03 -1.8310547e-03]","[[0.08961011]
 [0.04397684]
 [0.02793678]
 ...
 [0.00648736]
 [0.00429888]
 [0.00656658]]"
2315,+6b,valve,id_04,normal,00000257.wav,+6b/valve/id_04/normal/00000257.wav,"[ 0.0001564   0.00065231  0.00125122 ... -0.00258636 -0.00242996
 -0.00101852]","[[0.2861528 ]
 [0.19329044]
 [0.1296939 ]
 ...
 [0.00091744]
 [0.0029105 ]
 [0.00625816]]"
2316,+6b,valve,id_04,normal,00000258.wav,+6b/valve/id_04/normal/00000258.wav,"[-0.00080872 -0.0008316  -0.00051117 ... -0.00081635  0.00050354
  0.00098801]","[[0.08497072]
 [0.16629788]
 [0.40998402]
 ...
 [0.00118834]
 [0.01173424]
 [0.0263481 ]]"
2317,+6b,valve,id_04,normal,00000259.wav,+6b/valve/id_04/normal/00000259.wav,[0.00078583 0.00077438 0.00140762 ... 0.00102234 0.00207138 0.00217056],"[[0.17429298]
 [0.06239611]
 [0.16612831]
 ...
 [0.00337478]
 [0.00763026]
 [0.00601702]]"
2318,+6b,valve,id_04,normal,00000260.wav,+6b/valve/id_04/normal/00000260.wav,"[ 0.00362396  0.00320053  0.00276184 ... -0.00299454 -0.00252914
 -0.00392151]","[[0.56185603]
 [0.47273815]
 [0.37434208]
 ...
 [0.02656262]
 [0.01421859]
 [0.01815905]]"
2319,+6b,valve,id_04,normal,00000261.wav,+6b/valve/id_04/normal/00000261.wav,"[-0.00232315 -0.00175858 -0.00299072 ...  0.00158691  0.00334167
  0.00426102]","[[0.12124924]
 [0.10344449]
 [0.06210122]
 ...
 [0.00806567]
 [0.00704811]
 [0.00923582]]"
2320,+6b,valve,id_04,normal,00000262.wav,+6b/valve/id_04/normal/00000262.wav,"[-0.00391769 -0.00341034 -0.00268173 ... -0.00196457 -0.00181198
 -0.00196838]","[[0.09908435]
 [0.11755267]
 [0.35064444]
 ...
 [0.00577595]
 [0.0018781 ]
 [0.00037408]]"
2321,+6b,valve,id_04,normal,00000263.wav,+6b/valve/id_04/normal/00000263.wav,"[ 0.00109482  0.00083923 -0.00020981 ...  0.00093842  0.00156403
  0.00128174]","[[0.04703546]
 [0.08048967]
 [0.19485863]
 ...
 [0.00416652]
 [0.00986998]
 [0.01251217]]"
2322,+6b,valve,id_04,normal,00000264.wav,+6b/valve/id_04/normal/00000264.wav,"[ 1.1444092e-04 -1.2855530e-03 -1.6174316e-03 ... -3.2806396e-04
 -3.8146973e-05 -5.9890747e-04]","[[0.0085239 ]
 [0.16710413]
 [0.46425337]
 ...
 [0.03080602]
 [0.00385653]
 [0.02303302]]"
2323,+6b,valve,id_04,normal,00000265.wav,+6b/valve/id_04/normal/00000265.wav,"[ 0.00162125  0.00143433  0.0007515  ... -0.00148392 -0.00745392
 -0.00275421]","[[0.28087446]
 [0.05416057]
 [0.30554432]
 ...
 [0.00196683]
 [0.00536336]
 [0.00886495]]"
2324,+6b,valve,id_04,normal,00000266.wav,+6b/valve/id_04/normal/00000266.wav,"[ 0.00110245 -0.00139999 -0.00204849 ...  0.00187683  0.00083923
  0.00106812]","[[0.24611476]
 [0.05064641]
 [0.08573401]
 ...
 [0.01596136]
 [0.02206001]
 [0.02033669]]"
2325,+6b,valve,id_04,normal,00000267.wav,+6b/valve/id_04/normal/00000267.wav,"[ 0.0008049   0.00107574  0.00084305 ... -0.00185013 -0.00261307
 -0.00323105]","[[0.0519826 ]
 [0.1389166 ]
 [0.3948302 ]
 ...
 [0.00617395]
 [0.01704213]
 [0.02174926]]"
2326,+6b,valve,id_04,normal,00000268.wav,+6b/valve/id_04/normal/00000268.wav,"[ 0.00701523  0.00696945  0.00746536 ... -0.00248718 -0.00245285
 -0.00304031]","[[0.28168106]
 [0.31444275]
 [0.38505077]
 ...
 [0.09252714]
 [0.02556133]
 [0.09109757]]"
2327,+6b,valve,id_04,normal,00000269.wav,+6b/valve/id_04/normal/00000269.wav,"[-6.4849854e-04  6.8664551e-05  6.4086914e-04 ...  2.2354126e-03
  1.8119812e-03  1.2435913e-03]","[[0.36612242]
 [0.325511  ]
 [0.27645665]
 ...
 [0.00793027]
 [0.00461582]
 [0.00263593]]"
2328,+6b,valve,id_04,normal,00000270.wav,+6b/valve/id_04/normal/00000270.wav,"[ 0.00125504  0.00125122  0.00051498 ... -0.00291061 -0.00465775
 -0.00443649]","[[0.26436892]
 [0.18529047]
 [0.10991231]
 ...
 [0.00043681]
 [0.00517322]
 [0.00541043]]"
2329,+6b,valve,id_04,normal,00000271.wav,+6b/valve/id_04/normal/00000271.wav,"[ 3.8146973e-06 -6.9427490e-04 -1.6632080e-03 ... -4.7760010e-03
 -3.9215088e-03 -4.4631958e-03]","[[0.17750138]
 [0.2530082 ]
 [0.42869124]
 ...
 [0.01825934]
 [0.00314111]
 [0.00517401]]"
2330,+6b,valve,id_04,normal,00000272.wav,+6b/valve/id_04/normal/00000272.wav,[0.00182343 0.00208664 0.00296402 ... 0.00193024 0.00027084 0.00022507],"[[0.38312268]
 [0.24744453]
 [0.1363032 ]
 ...
 [0.01478486]
 [0.0100368 ]
 [0.01293579]]"
2331,+6b,valve,id_04,normal,00000273.wav,+6b/valve/id_04/normal/00000273.wav,"[-5.3482056e-03 -4.3830872e-03 -3.0250549e-03 ...  3.8146973e-05
 -2.2506714e-04  3.4675598e-03]","[[0.0782444 ]
 [0.15464137]
 [0.17448731]
 ...
 [0.0061402 ]
 [0.00559502]
 [0.00675669]]"
2332,+6b,valve,id_04,normal,00000274.wav,+6b/valve/id_04/normal/00000274.wav,"[-0.00554657 -0.00539398 -0.00588608 ... -0.00276184 -0.00247574
 -0.00238419]","[[0.20983785]
 [0.06797015]
 [0.13562457]
 ...
 [0.01284239]
 [0.0106344 ]
 [0.00766744]]"
2333,+6b,valve,id_04,normal,00000275.wav,+6b/valve/id_04/normal/00000275.wav,[0.00300598 0.00236511 0.00251007 ... 0.00260162 0.00221634 0.00211334],"[[0.44144544]
 [0.5456666 ]
 [0.3320705 ]
 ...
 [0.0116751 ]
 [0.00775398]
 [0.00153905]]"
2334,+6b,valve,id_04,normal,00000276.wav,+6b/valve/id_04/normal/00000276.wav,"[-0.00364685 -0.00242615 -0.00149536 ...  0.00131989  0.00159073
  0.00062943]","[[0.18492271]
 [0.4925414 ]
 [0.66455275]
 ...
 [0.02597353]
 [0.06371205]
 [0.08281884]]"
2335,+6b,valve,id_04,normal,00000277.wav,+6b/valve/id_04/normal/00000277.wav,"[-0.00157166  0.00105667  0.00333023 ...  0.00542068  0.00685883
  0.00713348]","[[5.7625073e-01]
 [5.9624165e-01]
 [4.3650693e-01]
 ...
 [1.8005038e-03]
 [3.5454662e-04]
 [5.2327365e-03]]"
2336,+6b,valve,id_04,normal,00000278.wav,+6b/valve/id_04/normal/00000278.wav,"[-3.1661987e-04  5.3405762e-05 -1.1749268e-03 ...  3.1394958e-03
  3.0403137e-03  2.2125244e-03]","[[0.19409555]
 [0.2639632 ]
 [0.29066947]
 ...
 [0.00263182]
 [0.00347525]
 [0.0046963 ]]"
2337,+6b,valve,id_04,normal,00000279.wav,+6b/valve/id_04/normal/00000279.wav,"[-0.001194   -0.00129318 -0.00126266 ... -0.00110245  0.00016785
 -0.00014114]","[[0.1340644 ]
 [0.0317697 ]
 [0.11087148]
 ...
 [0.00150968]
 [0.00149304]
 [0.00335626]]"
2338,+6b,valve,id_04,normal,00000280.wav,+6b/valve/id_04/normal/00000280.wav,"[-0.00147629 -0.0020256  -0.00265503 ...  0.00098038  0.00095749
  0.00138855]","[[0.03293261]
 [0.00580204]
 [0.0825279 ]
 ...
 [0.00857405]
 [0.00504511]
 [0.00981804]]"
2339,+6b,valve,id_04,normal,00000281.wav,+6b/valve/id_04/normal/00000281.wav,"[-0.00063705 -0.00164032 -0.0030899  ...  0.00063705 -0.00065231
 -0.00416946]","[[4.2177834e-02]
 [2.1565498e-01]
 [2.9902875e-01]
 ...
 [2.9455407e-03]
 [8.7691558e-04]
 [1.2575342e-04]]"
2340,+6b,valve,id_04,normal,00000282.wav,+6b/valve/id_04/normal/00000282.wav,"[-0.00030899 -0.00149155 -0.00557709 ...  0.00319672  0.0030365
  0.00250626]","[[0.6441126 ]
 [0.54716706]
 [0.33398566]
 ...
 [0.00694249]
 [0.0084563 ]
 [0.01275138]]"
2341,+6b,valve,id_04,normal,00000283.wav,+6b/valve/id_04/normal/00000283.wav,"[ 0.00025177  0.00029755 -0.00014877 ... -0.0002594   0.00043106
 -0.00025177]","[[0.20764245]
 [0.03627912]
 [0.08447455]
 ...
 [0.00217128]
 [0.00049105]
 [0.00082153]]"
2342,+6b,valve,id_04,normal,00000284.wav,+6b/valve/id_04/normal/00000284.wav,[0.00530624 0.00482559 0.00439072 ... 0.00068665 0.00176239 0.0014267 ],"[[0.13730577]
 [0.24664354]
 [0.40960684]
 ...
 [0.0066796 ]
 [0.00495144]
 [0.0138787 ]]"
2343,+6b,valve,id_04,normal,00000285.wav,+6b/valve/id_04/normal/00000285.wav,[0.00614929 0.0050087  0.00513458 ... 0.01039505 0.00986862 0.00850677],"[[0.36634812]
 [0.41890135]
 [0.5798852 ]
 ...
 [0.00210449]
 [0.00641796]
 [0.00826613]]"
2344,+6b,valve,id_04,normal,00000286.wav,+6b/valve/id_04/normal/00000286.wav,"[ 0.00228119  0.00195694  0.00199509 ... -0.00286484 -0.00237274
 -0.00283051]","[[7.1716446e-01]
 [6.2085664e-01]
 [5.5096138e-01]
 ...
 [1.4934956e-02]
 [5.7934737e-03]
 [4.9506521e-05]]"
2345,+6b,valve,id_04,normal,00000287.wav,+6b/valve/id_04/normal/00000287.wav,"[-4.0779114e-03 -2.6512146e-03 -2.2430420e-03 ...  6.1798096e-04
 -7.6293945e-05 -1.1329651e-03]","[[0.3834011 ]
 [0.6210462 ]
 [0.8007821 ]
 ...
 [0.01364339]
 [0.01129384]
 [0.02258847]]"
2346,+6b,valve,id_04,normal,00000288.wav,+6b/valve/id_04/normal/00000288.wav,[0.00423813 0.00594711 0.0033493  ... 0.00165176 0.00166702 0.00094986],"[[0.25632808]
 [0.23605706]
 [0.84228987]
 ...
 [0.0009419 ]
 [0.00356062]
 [0.00924707]]"
2347,+6b,valve,id_04,normal,00000289.wav,+6b/valve/id_04/normal/00000289.wav,"[2.9678345e-03 3.3302307e-03 3.4217834e-03 ... 5.3405762e-05 6.2561035e-04
 1.2969971e-03]","[[0.46933112]
 [0.26445198]
 [0.2032586 ]
 ...
 [0.00349183]
 [0.00297413]
 [0.00277191]]"
2348,+6b,valve,id_04,normal,00000290.wav,+6b/valve/id_04/normal/00000290.wav,"[ 0.00295639  0.00208282  0.00101089 ...  0.00074387 -0.00069046
  0.00164795]","[[0.05432699]
 [0.16045831]
 [0.5550981 ]
 ...
 [0.10330399]
 [0.00585333]
 [0.11627526]]"
2349,+6b,valve,id_04,normal,00000291.wav,+6b/valve/id_04/normal/00000291.wav,"[-0.00100708 -0.00047684 -0.00017548 ... -0.00352478 -0.0036087
 -0.00272369]","[[0.09691897]
 [0.06890389]
 [0.06663419]
 ...
 [0.00509759]
 [0.00894251]
 [0.01185271]]"
2350,+6b,valve,id_04,normal,00000292.wav,+6b/valve/id_04/normal/00000292.wav,[0.00032043 0.00097656 0.00115204 ... 0.00174332 0.00252914 0.00311279],"[[0.07074165]
 [0.12733905]
 [0.04957549]
 ...
 [0.05785822]
 [0.03015022]
 [0.00254085]]"
2351,+6b,valve,id_04,normal,00000293.wav,+6b/valve/id_04/normal/00000293.wav,"[ 0.00170517  0.0004921  -0.00068283 ... -0.0021553  -0.00232697
 -0.00164413]","[[0.00448669]
 [0.14769739]
 [0.19354372]
 ...
 [0.0069505 ]
 [0.01089941]
 [0.0134051 ]]"
2352,+6b,valve,id_04,normal,00000294.wav,+6b/valve/id_04/normal/00000294.wav,"[-0.0056076  -0.0059166  -0.00576401 ...  0.00327682  0.00306702
  0.00312042]","[[0.14213239]
 [0.07031127]
 [0.02896063]
 ...
 [0.00711246]
 [0.00221205]
 [0.00246051]]"
2353,+6b,valve,id_04,normal,00000295.wav,+6b/valve/id_04/normal/00000295.wav,"[-0.00255966 -0.00270081 -0.00248718 ...  0.00240707  0.00502777
  0.00548553]","[[1.5654984e-01]
 [1.1400220e-01]
 [1.1423979e-01]
 ...
 [8.1021991e-03]
 [3.8376574e-03]
 [3.5370642e-05]]"
2354,+6b,valve,id_04,normal,00000296.wav,+6b/valve/id_04/normal/00000296.wav,"[-0.00257492 -0.0006218   0.00207901 ... -0.00025177 -0.00028229
 -0.00080872]","[[0.00569235]
 [0.14441204]
 [0.11728562]
 ...
 [0.00716606]
 [0.0165609 ]
 [0.02526998]]"
2355,+6b,valve,id_04,normal,00000297.wav,+6b/valve/id_04/normal/00000297.wav,"[-0.00152588 -0.00138474 -0.00173569 ... -0.0033493  -0.0031662
 -0.00340271]","[[0.13616776]
 [0.18864274]
 [0.35499942]
 ...
 [0.00421907]
 [0.00122395]
 [0.00074517]]"
2356,+6b,valve,id_04,normal,00000298.wav,+6b/valve/id_04/normal/00000298.wav,"[ 0.00318909  0.00374603  0.00387192 ... -0.00010681 -0.00094223
  0.00049973]","[[0.07996292]
 [0.14052409]
 [0.31867972]
 ...
 [0.00161563]
 [0.00273241]
 [0.00212268]]"
2357,+6b,valve,id_04,normal,00000299.wav,+6b/valve/id_04/normal/00000299.wav,"[-0.00348282 -0.00348663 -0.00213623 ...  0.00016403 -0.00020599
 -0.00014496]","[[0.16741978]
 [0.10179045]
 [0.08935984]
 ...
 [0.00903484]
 [0.0125093 ]
 [0.01374531]]"
2358,+6b,valve,id_04,normal,00000300.wav,+6b/valve/id_04/normal/00000300.wav,"[ 1.18255615e-04  5.76019287e-04  9.38415527e-04 ... -1.14440918e-05
  4.69207764e-04  9.88006592e-04]","[[0.14059365]
 [0.13438827]
 [0.47216645]
 ...
 [0.01370936]
 [0.01147874]
 [0.00618322]]"
2359,+6b,valve,id_04,normal,00000301.wav,+6b/valve/id_04/normal/00000301.wav,"[-0.001091   -0.00038528  0.00043106 ... -0.00155258 -0.00110245
 -0.00111771]","[[0.03252912]
 [0.11608741]
 [0.11653578]
 ...
 [0.00184314]
 [0.00548562]
 [0.00639211]]"
2360,+6b,valve,id_04,normal,00000302.wav,+6b/valve/id_04/normal/00000302.wav,[0.00115967 0.00121689 0.00178146 ... 0.00083542 0.00095367 0.00131226],"[[0.0549897 ]
 [0.01218371]
 [0.26209936]
 ...
 [0.00695444]
 [0.00849403]
 [0.00949728]]"
2361,+6b,valve,id_04,normal,00000303.wav,+6b/valve/id_04/normal/00000303.wav,"[-9.1552734e-05 -6.3323975e-04 -1.1444092e-03 ... -1.1596680e-03
  7.0953369e-04  8.9645386e-04]","[[0.2033715 ]
 [0.10609313]
 [0.03762911]
 ...
 [0.02931414]
 [0.00235854]
 [0.02393183]]"
2362,+6b,valve,id_04,normal,00000304.wav,+6b/valve/id_04/normal/00000304.wav,[0.00899124 0.00805283 0.00664139 ... 0.00341797 0.00378799 0.0041008 ],"[[0.08604366]
 [0.00710605]
 [0.10863047]
 ...
 [0.00834383]
 [0.01158185]
 [0.01643656]]"
2363,+6b,valve,id_04,normal,00000305.wav,+6b/valve/id_04/normal/00000305.wav,"[ 0.0014801   0.00188446  0.00249481 ... -0.00304794 -0.00526428
 -0.00354004]","[[0.41641742]
 [0.36444286]
 [0.1088429 ]
 ...
 [0.01225778]
 [0.0181703 ]
 [0.01778109]]"
2364,+6b,valve,id_04,normal,00000306.wav,+6b/valve/id_04/normal/00000306.wav,"[-0.00457382 -0.00378799 -0.00520706 ... -0.00147247 -0.00171661
 -0.0013237 ]","[[0.32301536]
 [0.42904344]
 [0.5005513 ]
 ...
 [0.02155006]
 [0.02163702]
 [0.02208121]]"
2365,+6b,valve,id_04,normal,00000307.wav,+6b/valve/id_04/normal/00000307.wav,"[-5.7220459e-05 -8.3923340e-05  2.4795532e-04 ...  1.3542175e-03
  3.3950806e-04 -6.5231323e-04]","[[0.00083708]
 [0.03810294]
 [0.00250476]
 ...
 [0.00046818]
 [0.00087459]
 [0.00079319]]"
2366,+6b,valve,id_04,normal,00000308.wav,+6b/valve/id_04/normal/00000308.wav,"[ 0.00223541  0.00100327  0.00052261 ... -0.00147247 -0.00130081
 -0.00130081]","[[0.09182636]
 [0.11225674]
 [0.26610652]
 ...
 [0.00774152]
 [0.02167335]
 [0.01435276]]"
2367,+6b,valve,id_04,normal,00000309.wav,+6b/valve/id_04/normal/00000309.wav,"[-0.00075531 -0.00056839 -0.00149918 ...  0.00234985  0.00139999
  0.00111008]","[[0.01435397]
 [0.2128048 ]
 [0.5320141 ]
 ...
 [0.00506009]
 [0.00304641]
 [0.00278841]]"
2368,+6b,valve,id_04,normal,00000310.wav,+6b/valve/id_04/normal/00000310.wav,"[-0.0007782  -0.00065613 -0.00024796 ... -0.00247192 -0.00219727
 -0.00190735]","[[0.12790014]
 [0.03717715]
 [0.41065264]
 ...
 [0.00336954]
 [0.00331221]
 [0.00118787]]"
2369,+6b,valve,id_04,normal,00000311.wav,+6b/valve/id_04/normal/00000311.wav,"[-0.00111008 -0.00078964 -0.00076675 ...  0.00098419  0.00245667
  0.0013504 ]","[[0.2901698 ]
 [0.2438778 ]
 [0.07727935]
 ...
 [0.00580786]
 [0.00677909]
 [0.01212403]]"
2370,+6b,valve,id_04,normal,00000312.wav,+6b/valve/id_04/normal/00000312.wav,"[ 0.00176239  0.00384521  0.00682449 ... -0.0015831  -0.00144577
 -0.00188828]","[[0.14949688]
 [0.14821808]
 [0.16402908]
 ...
 [0.00056724]
 [0.00062001]
 [0.00047106]]"
2371,+6b,valve,id_04,normal,00000313.wav,+6b/valve/id_04/normal/00000313.wav,"[-2.1743774e-04  1.8310547e-04  1.1444092e-05 ...  1.5220642e-03
  8.5067749e-04  1.2969971e-04]","[[3.2838833e-01]
 [2.9445648e-01]
 [7.1325965e-02]
 ...
 [9.5715758e-04]
 [7.6471630e-04]
 [4.0469044e-05]]"
2372,+6b,valve,id_04,normal,00000314.wav,+6b/valve/id_04/normal/00000314.wav,"[ 1.0719299e-03  9.9182129e-05 -1.8692017e-04 ... -2.5138855e-03
 -4.4021606e-03 -3.4484863e-03]","[[0.36452124]
 [0.3927496 ]
 [0.3026863 ]
 ...
 [0.00400908]
 [0.00389487]
 [0.00322203]]"
2373,+6b,valve,id_04,normal,00000315.wav,+6b/valve/id_04/normal/00000315.wav,"[ 1.5106201e-03  2.6283264e-03  2.7275085e-03 ...  3.8909912e-04
 -5.7220459e-05 -1.1901855e-03]","[[0.31817758]
 [0.2810482 ]
 [0.07636292]
 ...
 [0.00315006]
 [0.00824946]
 [0.00977641]]"
2374,+6b,valve,id_04,normal,00000316.wav,+6b/valve/id_04/normal/00000316.wav,"[ 0.00115585  0.00143433  0.00165176 ... -0.00110245 -0.00076675
 -0.0001564 ]","[[0.10562062]
 [0.06935053]
 [0.16375957]
 ...
 [0.00623785]
 [0.00220856]
 [0.00089404]]"
2375,+6b,valve,id_04,normal,00000317.wav,+6b/valve/id_04/normal/00000317.wav,"[-0.00464249 -0.00400543 -0.00403595 ...  0.00172043  0.00018311
  0.00353241]","[[0.15743306]
 [0.09417174]
 [0.07906026]
 ...
 [0.00453121]
 [0.01140428]
 [0.01202872]]"
2376,+6b,valve,id_04,normal,00000318.wav,+6b/valve/id_04/normal/00000318.wav,"[-0.00147247 -0.00389481 -0.00501633 ...  0.00362015  0.00336075
  0.00335312]","[[0.09239333]
 [0.18057057]
 [0.28978667]
 ...
 [0.00690232]
 [0.01449034]
 [0.01805887]]"
2377,+6b,valve,id_04,normal,00000319.wav,+6b/valve/id_04/normal/00000319.wav,"[-0.00242233 -0.0021286  -0.0018425  ... -0.0010643  -0.00172043
 -0.00192642]","[[0.32850456]
 [0.46592098]
 [0.5501977 ]
 ...
 [0.01730446]
 [0.01315709]
 [0.01587935]]"
2378,+6b,valve,id_04,normal,00000320.wav,+6b/valve/id_04/normal/00000320.wav,"[-0.00374222 -0.00415421 -0.00442886 ...  0.00503922  0.00447464
  0.00470352]","[[0.07910259]
 [0.14369541]
 [0.2601352 ]
 ...
 [0.00293248]
 [0.00466248]
 [0.00533949]]"
2379,+6b,valve,id_04,normal,00000321.wav,+6b/valve/id_04/normal/00000321.wav,"[-4.283905e-03 -3.730774e-03 -4.058838e-03 ... -9.422302e-04  6.484985e-05
  6.484985e-05]","[[0.02538565]
 [0.04824201]
 [0.04817216]
 ...
 [0.00997417]
 [0.00848165]
 [0.01968178]]"
2380,+6b,valve,id_04,normal,00000322.wav,+6b/valve/id_04/normal/00000322.wav,"[ 0.00262833  0.00279999  0.00274658 ... -0.00248718 -0.00194168
 -0.0012207 ]","[[0.39439356]
 [0.3210758 ]
 [0.23992436]
 ...
 [0.01396615]
 [0.01119895]
 [0.00516686]]"
2381,+6b,valve,id_04,normal,00000323.wav,+6b/valve/id_04/normal/00000323.wav,"[-0.00102234 -0.00059128 -0.00073624 ...  0.00096512  0.00056458
  0.00119019]","[[0.25834173]
 [0.32670638]
 [0.46515432]
 ...
 [0.02868307]
 [0.04066426]
 [0.04562998]]"
2382,+6b,valve,id_04,normal,00000324.wav,+6b/valve/id_04/normal/00000324.wav,"[ 0.00033188  0.00136566  0.00149536 ... -0.00157547 -0.00298309
 -0.00372314]","[[0.00920487]
 [0.00671714]
 [0.0219532 ]
 ...
 [0.00160956]
 [0.00800661]
 [0.01006454]]"
2383,+6b,valve,id_04,normal,00000325.wav,+6b/valve/id_04/normal/00000325.wav,"[ 5.3405762e-05 -1.2817383e-03 -2.0637512e-03 ... -1.1138916e-03
 -1.0681152e-03 -1.4305115e-03]","[[0.308807  ]
 [0.36530557]
 [0.2920958 ]
 ...
 [0.01065583]
 [0.01793297]
 [0.01454485]]"
2384,+6b,valve,id_04,normal,00000326.wav,+6b/valve/id_04/normal/00000326.wav,"[-0.0017662  -0.00190735 -0.0022583  ...  0.00225449  0.00223541
  0.00247955]","[[0.3022012 ]
 [0.21409461]
 [0.01871304]
 ...
 [0.00328275]
 [0.00078315]
 [0.00675855]]"
2385,+6b,valve,id_04,normal,00000327.wav,+6b/valve/id_04/normal/00000327.wav,"[-0.00274658 -0.00361633 -0.00450897 ... -0.00162125 -0.00097275
  0.00019455]","[[0.02942412]
 [0.07763142]
 [0.1754896 ]
 ...
 [0.0024615 ]
 [0.00259918]
 [0.0068487 ]]"
2386,+6b,valve,id_04,normal,00000328.wav,+6b/valve/id_04/normal/00000328.wav,"[ 1.8272400e-03  1.3847351e-03 -1.9073486e-05 ...  1.4038086e-03
  1.6250610e-03  1.8348694e-03]","[[0.01615495]
 [0.16061428]
 [0.17457648]
 ...
 [0.00115863]
 [0.00926462]
 [0.01520974]]"
2387,+6b,valve,id_04,normal,00000329.wav,+6b/valve/id_04/normal/00000329.wav,[0.00266266 0.003685   0.00363922 ... 0.00298691 0.00191879 0.001091  ],"[[5.4435521e-01]
 [6.0618407e-01]
 [2.5366801e-01]
 ...
 [1.0513128e-03]
 [4.5950460e-04]
 [1.8432209e-03]]"
2388,+6b,valve,id_04,normal,00000330.wav,+6b/valve/id_04/normal/00000330.wav,"[-1.2817383e-03  3.8146973e-06  8.1253052e-04 ...  3.1623840e-03
  3.3111572e-03  2.8953552e-03]","[[0.7070997 ]
 [0.7625956 ]
 [0.7235886 ]
 ...
 [0.00740265]
 [0.00280009]
 [0.00201848]]"
