snr,machine,id,condition,file,path
0db,slider,id_00,normal,00000856.wav,E:\0db/slider/id_00/normal/00000856.wav
0db,slider,id_00,normal,00000857.wav,E:\0db/slider/id_00/normal/00000857.wav
0db,slider,id_00,normal,00000858.wav,E:\0db/slider/id_00/normal/00000858.wav
0db,slider,id_00,normal,00000859.wav,E:\0db/slider/id_00/normal/00000859.wav
0db,slider,id_00,normal,00000860.wav,E:\0db/slider/id_00/normal/00000860.wav
0db,slider,id_00,normal,00000861.wav,E:\0db/slider/id_00/normal/00000861.wav
0db,slider,id_00,normal,00000862.wav,E:\0db/slider/id_00/normal/00000862.wav
0db,slider,id_00,normal,00000863.wav,E:\0db/slider/id_00/normal/00000863.wav
0db,slider,id_00,normal,00000864.wav,E:\0db/slider/id_00/normal/00000864.wav
0db,slider,id_00,normal,00000865.wav,E:\0db/slider/id_00/normal/00000865.wav
0db,slider,id_00,normal,00000866.wav,E:\0db/slider/id_00/normal/00000866.wav
0db,slider,id_00,normal,00000867.wav,E:\0db/slider/id_00/normal/00000867.wav
0db,slider,id_00,normal,00000868.wav,E:\0db/slider/id_00/normal/00000868.wav
0db,slider,id_00,normal,00000869.wav,E:\0db/slider/id_00/normal/00000869.wav
0db,slider,id_00,normal,00000870.wav,E:\0db/slider/id_00/normal/00000870.wav
0db,slider,id_00,normal,00000871.wav,E:\0db/slider/id_00/normal/00000871.wav
0db,slider,id_00,normal,00000872.wav,E:\0db/slider/id_00/normal/00000872.wav
0db,slider,id_00,normal,00000873.wav,E:\0db/slider/id_00/normal/00000873.wav
0db,slider,id_00,normal,00000874.wav,E:\0db/slider/id_00/normal/00000874.wav
0db,slider,id_00,normal,00000875.wav,E:\0db/slider/id_00/normal/00000875.wav
0db,slider,id_00,normal,00000876.wav,E:\0db/slider/id_00/normal/00000876.wav
0db,slider,id_00,normal,00000877.wav,E:\0db/slider/id_00/normal/00000877.wav
0db,slider,id_00,normal,00000878.wav,E:\0db/slider/id_00/normal/00000878.wav
0db,slider,id_00,normal,00000879.wav,E:\0db/slider/id_00/normal/00000879.wav
0db,slider,id_00,normal,00000880.wav,E:\0db/slider/id_00/normal/00000880.wav
0db,slider,id_00,normal,00000881.wav,E:\0db/slider/id_00/normal/00000881.wav
0db,slider,id_00,normal,00000882.wav,E:\0db/slider/id_00/normal/00000882.wav
0db,slider,id_00,normal,00000883.wav,E:\0db/slider/id_00/normal/00000883.wav
0db,slider,id_00,normal,00000884.wav,E:\0db/slider/id_00/normal/00000884.wav
0db,slider,id_00,normal,00000885.wav,E:\0db/slider/id_00/normal/00000885.wav
0db,slider,id_00,normal,00000886.wav,E:\0db/slider/id_00/normal/00000886.wav
0db,slider,id_00,normal,00000887.wav,E:\0db/slider/id_00/normal/00000887.wav
0db,slider,id_00,normal,00000888.wav,E:\0db/slider/id_00/normal/00000888.wav
0db,slider,id_00,normal,00000889.wav,E:\0db/slider/id_00/normal/00000889.wav
0db,slider,id_00,normal,00000890.wav,E:\0db/slider/id_00/normal/00000890.wav
0db,slider,id_00,normal,00000891.wav,E:\0db/slider/id_00/normal/00000891.wav
0db,slider,id_00,normal,00000892.wav,E:\0db/slider/id_00/normal/00000892.wav
0db,slider,id_00,normal,00000893.wav,E:\0db/slider/id_00/normal/00000893.wav
0db,slider,id_00,normal,00000894.wav,E:\0db/slider/id_00/normal/00000894.wav
0db,slider,id_00,normal,00000895.wav,E:\0db/slider/id_00/normal/00000895.wav
0db,slider,id_00,normal,00000896.wav,E:\0db/slider/id_00/normal/00000896.wav
0db,slider,id_00,normal,00000897.wav,E:\0db/slider/id_00/normal/00000897.wav
0db,slider,id_00,normal,00000898.wav,E:\0db/slider/id_00/normal/00000898.wav
0db,slider,id_00,normal,00000899.wav,E:\0db/slider/id_00/normal/00000899.wav
0db,slider,id_00,normal,00000900.wav,E:\0db/slider/id_00/normal/00000900.wav
0db,slider,id_00,normal,00000901.wav,E:\0db/slider/id_00/normal/00000901.wav
0db,slider,id_00,normal,00000902.wav,E:\0db/slider/id_00/normal/00000902.wav
0db,slider,id_00,normal,00000903.wav,E:\0db/slider/id_00/normal/00000903.wav
0db,slider,id_00,normal,00000904.wav,E:\0db/slider/id_00/normal/00000904.wav
0db,slider,id_00,normal,00000905.wav,E:\0db/slider/id_00/normal/00000905.wav
0db,slider,id_00,normal,00000906.wav,E:\0db/slider/id_00/normal/00000906.wav
0db,slider,id_00,normal,00000907.wav,E:\0db/slider/id_00/normal/00000907.wav
0db,slider,id_00,normal,00000908.wav,E:\0db/slider/id_00/normal/00000908.wav
0db,slider,id_00,normal,00000909.wav,E:\0db/slider/id_00/normal/00000909.wav
0db,slider,id_00,normal,00000910.wav,E:\0db/slider/id_00/normal/00000910.wav
0db,slider,id_00,normal,00000911.wav,E:\0db/slider/id_00/normal/00000911.wav
0db,slider,id_00,normal,00000912.wav,E:\0db/slider/id_00/normal/00000912.wav
0db,slider,id_00,normal,00000913.wav,E:\0db/slider/id_00/normal/00000913.wav
0db,slider,id_00,normal,00000914.wav,E:\0db/slider/id_00/normal/00000914.wav
0db,slider,id_00,normal,00000915.wav,E:\0db/slider/id_00/normal/00000915.wav
0db,slider,id_00,normal,00000916.wav,E:\0db/slider/id_00/normal/00000916.wav
0db,slider,id_00,normal,00000917.wav,E:\0db/slider/id_00/normal/00000917.wav
0db,slider,id_00,normal,00000918.wav,E:\0db/slider/id_00/normal/00000918.wav
0db,slider,id_00,normal,00000919.wav,E:\0db/slider/id_00/normal/00000919.wav
0db,slider,id_00,normal,00000920.wav,E:\0db/slider/id_00/normal/00000920.wav
0db,slider,id_00,normal,00000921.wav,E:\0db/slider/id_00/normal/00000921.wav
0db,slider,id_00,normal,00000922.wav,E:\0db/slider/id_00/normal/00000922.wav
0db,slider,id_00,normal,00000923.wav,E:\0db/slider/id_00/normal/00000923.wav
0db,slider,id_00,normal,00000924.wav,E:\0db/slider/id_00/normal/00000924.wav
0db,slider,id_00,normal,00000925.wav,E:\0db/slider/id_00/normal/00000925.wav
0db,slider,id_00,normal,00000926.wav,E:\0db/slider/id_00/normal/00000926.wav
0db,slider,id_00,normal,00000927.wav,E:\0db/slider/id_00/normal/00000927.wav
0db,slider,id_00,normal,00000928.wav,E:\0db/slider/id_00/normal/00000928.wav
0db,slider,id_00,normal,00000929.wav,E:\0db/slider/id_00/normal/00000929.wav
0db,slider,id_00,normal,00000930.wav,E:\0db/slider/id_00/normal/00000930.wav
0db,slider,id_00,normal,00000931.wav,E:\0db/slider/id_00/normal/00000931.wav
0db,slider,id_00,normal,00000932.wav,E:\0db/slider/id_00/normal/00000932.wav
0db,slider,id_00,normal,00000933.wav,E:\0db/slider/id_00/normal/00000933.wav
0db,slider,id_00,normal,00000934.wav,E:\0db/slider/id_00/normal/00000934.wav
0db,slider,id_00,normal,00000935.wav,E:\0db/slider/id_00/normal/00000935.wav
0db,slider,id_00,normal,00000936.wav,E:\0db/slider/id_00/normal/00000936.wav
0db,slider,id_00,normal,00000937.wav,E:\0db/slider/id_00/normal/00000937.wav
0db,slider,id_00,normal,00000938.wav,E:\0db/slider/id_00/normal/00000938.wav
0db,slider,id_00,normal,00000939.wav,E:\0db/slider/id_00/normal/00000939.wav
0db,slider,id_00,normal,00000940.wav,E:\0db/slider/id_00/normal/00000940.wav
0db,slider,id_00,normal,00000941.wav,E:\0db/slider/id_00/normal/00000941.wav
0db,slider,id_00,normal,00000942.wav,E:\0db/slider/id_00/normal/00000942.wav
0db,slider,id_00,normal,00000943.wav,E:\0db/slider/id_00/normal/00000943.wav
0db,slider,id_00,normal,00000944.wav,E:\0db/slider/id_00/normal/00000944.wav
0db,slider,id_00,normal,00000945.wav,E:\0db/slider/id_00/normal/00000945.wav
0db,slider,id_00,normal,00000946.wav,E:\0db/slider/id_00/normal/00000946.wav
0db,slider,id_00,normal,00000947.wav,E:\0db/slider/id_00/normal/00000947.wav
0db,slider,id_00,normal,00000948.wav,E:\0db/slider/id_00/normal/00000948.wav
0db,slider,id_00,normal,00000949.wav,E:\0db/slider/id_00/normal/00000949.wav
0db,slider,id_00,normal,00000950.wav,E:\0db/slider/id_00/normal/00000950.wav
0db,slider,id_00,normal,00000951.wav,E:\0db/slider/id_00/normal/00000951.wav
0db,slider,id_00,normal,00000952.wav,E:\0db/slider/id_00/normal/00000952.wav
0db,slider,id_00,normal,00000953.wav,E:\0db/slider/id_00/normal/00000953.wav
0db,slider,id_00,normal,00000954.wav,E:\0db/slider/id_00/normal/00000954.wav
0db,slider,id_00,normal,00000955.wav,E:\0db/slider/id_00/normal/00000955.wav
0db,slider,id_00,normal,00000956.wav,E:\0db/slider/id_00/normal/00000956.wav
0db,slider,id_00,normal,00000957.wav,E:\0db/slider/id_00/normal/00000957.wav
0db,slider,id_00,normal,00000958.wav,E:\0db/slider/id_00/normal/00000958.wav
0db,slider,id_00,normal,00000959.wav,E:\0db/slider/id_00/normal/00000959.wav
0db,slider,id_00,normal,00000960.wav,E:\0db/slider/id_00/normal/00000960.wav
0db,slider,id_00,normal,00000961.wav,E:\0db/slider/id_00/normal/00000961.wav
0db,slider,id_00,normal,00000962.wav,E:\0db/slider/id_00/normal/00000962.wav
0db,slider,id_00,normal,00000963.wav,E:\0db/slider/id_00/normal/00000963.wav
0db,slider,id_00,normal,00000964.wav,E:\0db/slider/id_00/normal/00000964.wav
0db,slider,id_00,normal,00000965.wav,E:\0db/slider/id_00/normal/00000965.wav
0db,slider,id_00,normal,00000966.wav,E:\0db/slider/id_00/normal/00000966.wav
0db,slider,id_00,normal,00000967.wav,E:\0db/slider/id_00/normal/00000967.wav
0db,slider,id_00,normal,00000968.wav,E:\0db/slider/id_00/normal/00000968.wav
0db,slider,id_00,normal,00000969.wav,E:\0db/slider/id_00/normal/00000969.wav
0db,slider,id_00,normal,00000970.wav,E:\0db/slider/id_00/normal/00000970.wav
0db,slider,id_00,normal,00000971.wav,E:\0db/slider/id_00/normal/00000971.wav
0db,slider,id_00,normal,00000972.wav,E:\0db/slider/id_00/normal/00000972.wav
0db,slider,id_00,normal,00000973.wav,E:\0db/slider/id_00/normal/00000973.wav
0db,slider,id_00,normal,00000974.wav,E:\0db/slider/id_00/normal/00000974.wav
0db,slider,id_00,normal,00000975.wav,E:\0db/slider/id_00/normal/00000975.wav
0db,slider,id_00,normal,00000976.wav,E:\0db/slider/id_00/normal/00000976.wav
0db,slider,id_00,normal,00000977.wav,E:\0db/slider/id_00/normal/00000977.wav
0db,slider,id_00,normal,00000978.wav,E:\0db/slider/id_00/normal/00000978.wav
0db,slider,id_00,normal,00000979.wav,E:\0db/slider/id_00/normal/00000979.wav
0db,slider,id_00,normal,00000980.wav,E:\0db/slider/id_00/normal/00000980.wav
0db,slider,id_00,normal,00000981.wav,E:\0db/slider/id_00/normal/00000981.wav
0db,slider,id_00,normal,00000982.wav,E:\0db/slider/id_00/normal/00000982.wav
0db,slider,id_00,normal,00000983.wav,E:\0db/slider/id_00/normal/00000983.wav
0db,slider,id_00,normal,00000984.wav,E:\0db/slider/id_00/normal/00000984.wav
0db,slider,id_00,normal,00000985.wav,E:\0db/slider/id_00/normal/00000985.wav
0db,slider,id_00,normal,00000986.wav,E:\0db/slider/id_00/normal/00000986.wav
0db,slider,id_00,normal,00000987.wav,E:\0db/slider/id_00/normal/00000987.wav
0db,slider,id_00,normal,00000988.wav,E:\0db/slider/id_00/normal/00000988.wav
0db,slider,id_00,normal,00000989.wav,E:\0db/slider/id_00/normal/00000989.wav
0db,slider,id_00,normal,00000990.wav,E:\0db/slider/id_00/normal/00000990.wav
0db,slider,id_00,normal,00000991.wav,E:\0db/slider/id_00/normal/00000991.wav
0db,slider,id_00,normal,00000992.wav,E:\0db/slider/id_00/normal/00000992.wav
0db,slider,id_00,normal,00000993.wav,E:\0db/slider/id_00/normal/00000993.wav
0db,slider,id_00,normal,00000994.wav,E:\0db/slider/id_00/normal/00000994.wav
0db,slider,id_00,normal,00000995.wav,E:\0db/slider/id_00/normal/00000995.wav
0db,slider,id_00,normal,00000996.wav,E:\0db/slider/id_00/normal/00000996.wav
0db,slider,id_00,normal,00000997.wav,E:\0db/slider/id_00/normal/00000997.wav
0db,slider,id_00,normal,00000998.wav,E:\0db/slider/id_00/normal/00000998.wav
0db,slider,id_00,normal,00000999.wav,E:\0db/slider/id_00/normal/00000999.wav
0db,slider,id_00,normal,00001000.wav,E:\0db/slider/id_00/normal/00001000.wav
0db,slider,id_00,normal,00001001.wav,E:\0db/slider/id_00/normal/00001001.wav
0db,slider,id_00,normal,00001002.wav,E:\0db/slider/id_00/normal/00001002.wav
0db,slider,id_00,normal,00001003.wav,E:\0db/slider/id_00/normal/00001003.wav
0db,slider,id_00,normal,00001004.wav,E:\0db/slider/id_00/normal/00001004.wav
0db,slider,id_00,normal,00001005.wav,E:\0db/slider/id_00/normal/00001005.wav
0db,slider,id_00,normal,00001006.wav,E:\0db/slider/id_00/normal/00001006.wav
0db,slider,id_00,normal,00001007.wav,E:\0db/slider/id_00/normal/00001007.wav
0db,slider,id_00,normal,00001008.wav,E:\0db/slider/id_00/normal/00001008.wav
0db,slider,id_00,normal,00001009.wav,E:\0db/slider/id_00/normal/00001009.wav
0db,slider,id_00,normal,00001010.wav,E:\0db/slider/id_00/normal/00001010.wav
0db,slider,id_00,normal,00001011.wav,E:\0db/slider/id_00/normal/00001011.wav
0db,slider,id_00,normal,00001012.wav,E:\0db/slider/id_00/normal/00001012.wav
0db,slider,id_00,normal,00001013.wav,E:\0db/slider/id_00/normal/00001013.wav
0db,slider,id_00,normal,00001014.wav,E:\0db/slider/id_00/normal/00001014.wav
0db,slider,id_00,normal,00001015.wav,E:\0db/slider/id_00/normal/00001015.wav
0db,slider,id_00,normal,00001016.wav,E:\0db/slider/id_00/normal/00001016.wav
0db,slider,id_00,normal,00001017.wav,E:\0db/slider/id_00/normal/00001017.wav
0db,slider,id_00,normal,00001018.wav,E:\0db/slider/id_00/normal/00001018.wav
0db,slider,id_00,normal,00001019.wav,E:\0db/slider/id_00/normal/00001019.wav
0db,slider,id_00,normal,00001020.wav,E:\0db/slider/id_00/normal/00001020.wav
0db,slider,id_00,normal,00001021.wav,E:\0db/slider/id_00/normal/00001021.wav
0db,slider,id_00,normal,00001022.wav,E:\0db/slider/id_00/normal/00001022.wav
0db,slider,id_00,normal,00001023.wav,E:\0db/slider/id_00/normal/00001023.wav
0db,slider,id_00,normal,00001024.wav,E:\0db/slider/id_00/normal/00001024.wav
0db,slider,id_00,normal,00001025.wav,E:\0db/slider/id_00/normal/00001025.wav
0db,slider,id_00,normal,00001026.wav,E:\0db/slider/id_00/normal/00001026.wav
0db,slider,id_00,normal,00001027.wav,E:\0db/slider/id_00/normal/00001027.wav
0db,slider,id_00,normal,00001028.wav,E:\0db/slider/id_00/normal/00001028.wav
0db,slider,id_00,normal,00001029.wav,E:\0db/slider/id_00/normal/00001029.wav
0db,slider,id_00,normal,00001030.wav,E:\0db/slider/id_00/normal/00001030.wav
0db,slider,id_00,normal,00001031.wav,E:\0db/slider/id_00/normal/00001031.wav
0db,slider,id_00,normal,00001032.wav,E:\0db/slider/id_00/normal/00001032.wav
0db,slider,id_00,normal,00001033.wav,E:\0db/slider/id_00/normal/00001033.wav
0db,slider,id_00,normal,00001034.wav,E:\0db/slider/id_00/normal/00001034.wav
0db,slider,id_00,normal,00001035.wav,E:\0db/slider/id_00/normal/00001035.wav
0db,slider,id_00,normal,00001036.wav,E:\0db/slider/id_00/normal/00001036.wav
0db,slider,id_00,normal,00001037.wav,E:\0db/slider/id_00/normal/00001037.wav
0db,slider,id_00,normal,00001038.wav,E:\0db/slider/id_00/normal/00001038.wav
0db,slider,id_00,normal,00001039.wav,E:\0db/slider/id_00/normal/00001039.wav
0db,slider,id_00,normal,00001040.wav,E:\0db/slider/id_00/normal/00001040.wav
0db,slider,id_00,normal,00001041.wav,E:\0db/slider/id_00/normal/00001041.wav
0db,slider,id_00,normal,00001042.wav,E:\0db/slider/id_00/normal/00001042.wav
0db,slider,id_00,normal,00001043.wav,E:\0db/slider/id_00/normal/00001043.wav
0db,slider,id_00,normal,00001044.wav,E:\0db/slider/id_00/normal/00001044.wav
0db,slider,id_00,normal,00001045.wav,E:\0db/slider/id_00/normal/00001045.wav
0db,slider,id_00,normal,00001046.wav,E:\0db/slider/id_00/normal/00001046.wav
0db,slider,id_00,normal,00001047.wav,E:\0db/slider/id_00/normal/00001047.wav
0db,slider,id_00,normal,00001048.wav,E:\0db/slider/id_00/normal/00001048.wav
0db,slider,id_00,normal,00001049.wav,E:\0db/slider/id_00/normal/00001049.wav
0db,slider,id_00,normal,00001050.wav,E:\0db/slider/id_00/normal/00001050.wav
0db,slider,id_00,normal,00001051.wav,E:\0db/slider/id_00/normal/00001051.wav
0db,slider,id_00,normal,00001052.wav,E:\0db/slider/id_00/normal/00001052.wav
0db,slider,id_00,normal,00001053.wav,E:\0db/slider/id_00/normal/00001053.wav
0db,slider,id_00,normal,00001054.wav,E:\0db/slider/id_00/normal/00001054.wav
0db,slider,id_00,normal,00001055.wav,E:\0db/slider/id_00/normal/00001055.wav
0db,slider,id_00,normal,00001056.wav,E:\0db/slider/id_00/normal/00001056.wav
0db,slider,id_00,normal,00001057.wav,E:\0db/slider/id_00/normal/00001057.wav
0db,slider,id_00,normal,00001058.wav,E:\0db/slider/id_00/normal/00001058.wav
0db,slider,id_00,normal,00001059.wav,E:\0db/slider/id_00/normal/00001059.wav
0db,slider,id_00,normal,00001060.wav,E:\0db/slider/id_00/normal/00001060.wav
0db,slider,id_00,normal,00001061.wav,E:\0db/slider/id_00/normal/00001061.wav
0db,slider,id_00,normal,00001062.wav,E:\0db/slider/id_00/normal/00001062.wav
0db,slider,id_00,normal,00001063.wav,E:\0db/slider/id_00/normal/00001063.wav
0db,slider,id_00,normal,00001064.wav,E:\0db/slider/id_00/normal/00001064.wav
0db,slider,id_00,normal,00001065.wav,E:\0db/slider/id_00/normal/00001065.wav
0db,slider,id_00,normal,00001066.wav,E:\0db/slider/id_00/normal/00001066.wav
0db,slider,id_00,normal,00001067.wav,E:\0db/slider/id_00/normal/00001067.wav
0db,slider,id_02,abnormal,00000000.wav,E:\0db/slider/id_02/abnormal/00000000.wav
0db,slider,id_02,abnormal,00000001.wav,E:\0db/slider/id_02/abnormal/00000001.wav
0db,slider,id_02,abnormal,00000002.wav,E:\0db/slider/id_02/abnormal/00000002.wav
0db,slider,id_02,abnormal,00000003.wav,E:\0db/slider/id_02/abnormal/00000003.wav
0db,slider,id_02,abnormal,00000004.wav,E:\0db/slider/id_02/abnormal/00000004.wav
0db,slider,id_02,abnormal,00000005.wav,E:\0db/slider/id_02/abnormal/00000005.wav
0db,slider,id_02,abnormal,00000006.wav,E:\0db/slider/id_02/abnormal/00000006.wav
0db,slider,id_02,abnormal,00000007.wav,E:\0db/slider/id_02/abnormal/00000007.wav
0db,slider,id_02,abnormal,00000008.wav,E:\0db/slider/id_02/abnormal/00000008.wav
0db,slider,id_02,abnormal,00000009.wav,E:\0db/slider/id_02/abnormal/00000009.wav
0db,slider,id_02,abnormal,00000010.wav,E:\0db/slider/id_02/abnormal/00000010.wav
0db,slider,id_02,abnormal,00000011.wav,E:\0db/slider/id_02/abnormal/00000011.wav
0db,slider,id_02,abnormal,00000012.wav,E:\0db/slider/id_02/abnormal/00000012.wav
0db,slider,id_02,abnormal,00000013.wav,E:\0db/slider/id_02/abnormal/00000013.wav
0db,slider,id_02,abnormal,00000014.wav,E:\0db/slider/id_02/abnormal/00000014.wav
0db,slider,id_02,abnormal,00000015.wav,E:\0db/slider/id_02/abnormal/00000015.wav
0db,slider,id_02,abnormal,00000016.wav,E:\0db/slider/id_02/abnormal/00000016.wav
0db,slider,id_02,abnormal,00000017.wav,E:\0db/slider/id_02/abnormal/00000017.wav
0db,slider,id_02,abnormal,00000018.wav,E:\0db/slider/id_02/abnormal/00000018.wav
0db,slider,id_02,abnormal,00000019.wav,E:\0db/slider/id_02/abnormal/00000019.wav
0db,slider,id_02,abnormal,00000020.wav,E:\0db/slider/id_02/abnormal/00000020.wav
0db,slider,id_02,abnormal,00000021.wav,E:\0db/slider/id_02/abnormal/00000021.wav
0db,slider,id_02,abnormal,00000022.wav,E:\0db/slider/id_02/abnormal/00000022.wav
0db,slider,id_02,abnormal,00000023.wav,E:\0db/slider/id_02/abnormal/00000023.wav
0db,slider,id_02,abnormal,00000024.wav,E:\0db/slider/id_02/abnormal/00000024.wav
0db,slider,id_02,abnormal,00000025.wav,E:\0db/slider/id_02/abnormal/00000025.wav
0db,slider,id_02,abnormal,00000026.wav,E:\0db/slider/id_02/abnormal/00000026.wav
0db,slider,id_02,abnormal,00000027.wav,E:\0db/slider/id_02/abnormal/00000027.wav
0db,slider,id_02,abnormal,00000028.wav,E:\0db/slider/id_02/abnormal/00000028.wav
0db,slider,id_02,abnormal,00000029.wav,E:\0db/slider/id_02/abnormal/00000029.wav
0db,slider,id_02,abnormal,00000030.wav,E:\0db/slider/id_02/abnormal/00000030.wav
0db,slider,id_02,abnormal,00000031.wav,E:\0db/slider/id_02/abnormal/00000031.wav
0db,slider,id_02,abnormal,00000032.wav,E:\0db/slider/id_02/abnormal/00000032.wav
0db,slider,id_02,abnormal,00000033.wav,E:\0db/slider/id_02/abnormal/00000033.wav
0db,slider,id_02,abnormal,00000034.wav,E:\0db/slider/id_02/abnormal/00000034.wav
0db,slider,id_02,abnormal,00000035.wav,E:\0db/slider/id_02/abnormal/00000035.wav
0db,slider,id_02,abnormal,00000036.wav,E:\0db/slider/id_02/abnormal/00000036.wav
0db,slider,id_02,abnormal,00000037.wav,E:\0db/slider/id_02/abnormal/00000037.wav
0db,slider,id_02,abnormal,00000038.wav,E:\0db/slider/id_02/abnormal/00000038.wav
0db,slider,id_02,abnormal,00000039.wav,E:\0db/slider/id_02/abnormal/00000039.wav
0db,slider,id_02,abnormal,00000040.wav,E:\0db/slider/id_02/abnormal/00000040.wav
0db,slider,id_02,abnormal,00000041.wav,E:\0db/slider/id_02/abnormal/00000041.wav
0db,slider,id_02,abnormal,00000042.wav,E:\0db/slider/id_02/abnormal/00000042.wav
0db,slider,id_02,abnormal,00000043.wav,E:\0db/slider/id_02/abnormal/00000043.wav
0db,slider,id_02,abnormal,00000044.wav,E:\0db/slider/id_02/abnormal/00000044.wav
0db,slider,id_02,abnormal,00000045.wav,E:\0db/slider/id_02/abnormal/00000045.wav
0db,slider,id_02,abnormal,00000046.wav,E:\0db/slider/id_02/abnormal/00000046.wav
0db,slider,id_02,abnormal,00000047.wav,E:\0db/slider/id_02/abnormal/00000047.wav
0db,slider,id_02,abnormal,00000048.wav,E:\0db/slider/id_02/abnormal/00000048.wav
0db,slider,id_02,abnormal,00000049.wav,E:\0db/slider/id_02/abnormal/00000049.wav
0db,slider,id_02,abnormal,00000050.wav,E:\0db/slider/id_02/abnormal/00000050.wav
0db,slider,id_02,abnormal,00000051.wav,E:\0db/slider/id_02/abnormal/00000051.wav
0db,slider,id_02,abnormal,00000052.wav,E:\0db/slider/id_02/abnormal/00000052.wav
0db,slider,id_02,abnormal,00000053.wav,E:\0db/slider/id_02/abnormal/00000053.wav
0db,slider,id_02,abnormal,00000054.wav,E:\0db/slider/id_02/abnormal/00000054.wav
0db,slider,id_02,abnormal,00000055.wav,E:\0db/slider/id_02/abnormal/00000055.wav
0db,slider,id_02,abnormal,00000056.wav,E:\0db/slider/id_02/abnormal/00000056.wav
0db,slider,id_02,abnormal,00000057.wav,E:\0db/slider/id_02/abnormal/00000057.wav
0db,slider,id_02,abnormal,00000058.wav,E:\0db/slider/id_02/abnormal/00000058.wav
0db,slider,id_02,abnormal,00000059.wav,E:\0db/slider/id_02/abnormal/00000059.wav
0db,slider,id_02,abnormal,00000060.wav,E:\0db/slider/id_02/abnormal/00000060.wav
0db,slider,id_02,abnormal,00000061.wav,E:\0db/slider/id_02/abnormal/00000061.wav
0db,slider,id_02,abnormal,00000062.wav,E:\0db/slider/id_02/abnormal/00000062.wav
0db,slider,id_02,abnormal,00000063.wav,E:\0db/slider/id_02/abnormal/00000063.wav
0db,slider,id_02,abnormal,00000064.wav,E:\0db/slider/id_02/abnormal/00000064.wav
0db,slider,id_02,abnormal,00000065.wav,E:\0db/slider/id_02/abnormal/00000065.wav
0db,slider,id_02,abnormal,00000066.wav,E:\0db/slider/id_02/abnormal/00000066.wav
0db,slider,id_02,abnormal,00000067.wav,E:\0db/slider/id_02/abnormal/00000067.wav
0db,slider,id_02,abnormal,00000068.wav,E:\0db/slider/id_02/abnormal/00000068.wav
0db,slider,id_02,abnormal,00000069.wav,E:\0db/slider/id_02/abnormal/00000069.wav
0db,slider,id_02,abnormal,00000070.wav,E:\0db/slider/id_02/abnormal/00000070.wav
0db,slider,id_02,abnormal,00000071.wav,E:\0db/slider/id_02/abnormal/00000071.wav
0db,slider,id_02,abnormal,00000072.wav,E:\0db/slider/id_02/abnormal/00000072.wav
0db,slider,id_02,abnormal,00000073.wav,E:\0db/slider/id_02/abnormal/00000073.wav
0db,slider,id_02,abnormal,00000074.wav,E:\0db/slider/id_02/abnormal/00000074.wav
0db,slider,id_02,abnormal,00000075.wav,E:\0db/slider/id_02/abnormal/00000075.wav
0db,slider,id_02,abnormal,00000076.wav,E:\0db/slider/id_02/abnormal/00000076.wav
0db,slider,id_02,abnormal,00000077.wav,E:\0db/slider/id_02/abnormal/00000077.wav
0db,slider,id_02,abnormal,00000078.wav,E:\0db/slider/id_02/abnormal/00000078.wav
0db,slider,id_02,abnormal,00000079.wav,E:\0db/slider/id_02/abnormal/00000079.wav
0db,slider,id_02,abnormal,00000080.wav,E:\0db/slider/id_02/abnormal/00000080.wav
0db,slider,id_02,abnormal,00000081.wav,E:\0db/slider/id_02/abnormal/00000081.wav
0db,slider,id_02,abnormal,00000082.wav,E:\0db/slider/id_02/abnormal/00000082.wav
0db,slider,id_02,abnormal,00000083.wav,E:\0db/slider/id_02/abnormal/00000083.wav
0db,slider,id_02,abnormal,00000084.wav,E:\0db/slider/id_02/abnormal/00000084.wav
0db,slider,id_02,abnormal,00000085.wav,E:\0db/slider/id_02/abnormal/00000085.wav
0db,slider,id_02,abnormal,00000086.wav,E:\0db/slider/id_02/abnormal/00000086.wav
0db,slider,id_02,abnormal,00000087.wav,E:\0db/slider/id_02/abnormal/00000087.wav
0db,slider,id_02,abnormal,00000088.wav,E:\0db/slider/id_02/abnormal/00000088.wav
0db,slider,id_02,abnormal,00000089.wav,E:\0db/slider/id_02/abnormal/00000089.wav
0db,slider,id_02,abnormal,00000090.wav,E:\0db/slider/id_02/abnormal/00000090.wav
0db,slider,id_02,abnormal,00000091.wav,E:\0db/slider/id_02/abnormal/00000091.wav
0db,slider,id_02,abnormal,00000092.wav,E:\0db/slider/id_02/abnormal/00000092.wav
0db,slider,id_02,abnormal,00000093.wav,E:\0db/slider/id_02/abnormal/00000093.wav
0db,slider,id_02,abnormal,00000094.wav,E:\0db/slider/id_02/abnormal/00000094.wav
0db,slider,id_02,abnormal,00000095.wav,E:\0db/slider/id_02/abnormal/00000095.wav
0db,slider,id_02,abnormal,00000096.wav,E:\0db/slider/id_02/abnormal/00000096.wav
0db,slider,id_02,abnormal,00000097.wav,E:\0db/slider/id_02/abnormal/00000097.wav
0db,slider,id_02,abnormal,00000098.wav,E:\0db/slider/id_02/abnormal/00000098.wav
0db,slider,id_02,abnormal,00000099.wav,E:\0db/slider/id_02/abnormal/00000099.wav
0db,slider,id_02,abnormal,00000100.wav,E:\0db/slider/id_02/abnormal/00000100.wav
0db,slider,id_02,abnormal,00000101.wav,E:\0db/slider/id_02/abnormal/00000101.wav
0db,slider,id_02,abnormal,00000102.wav,E:\0db/slider/id_02/abnormal/00000102.wav
